timestamp_iso,video_url,video_title,concurrent_viewers,raw_counter_text
2026-03-14T14:47:49.460118,https://www.youtube.com/watch?v=juUt-rN5CVo,Santuário Nacional AO VIVO - Você em constante Oração na Casa da Mãe - YouTube,1492,1.492 assistindo agora (page_source)
2026-03-14T14:47:49.460118,https://www.youtube.com/watch?v=4CAmwaFJo6k,TV Aparecida - AO VIVO - YouTube,3953,3.953 assistindo agora (page_source)
2026-03-14T14:50:49.178518,https://www.youtube.com/watch?v=juUt-rN5CVo,Santuário Nacional AO VIVO - Você em constante Oração na Casa da Mãe - YouTube,1490,1.490 assistindo agora (page_source)
2026-03-14T14:50:49.178518,https://www.youtube.com/watch?v=4CAmwaFJo6k,TV Aparecida - AO VIVO - YouTube,3971,3.971 assistindo agora (page_source)
2026-03-14T14:53:51.149572,https://www.youtube.com/watch?v=juUt-rN5CVo,Santuário Nacional AO VIVO - Você em constante Oração na Casa da Mãe - YouTube,1482,1.482 assistindo agora (page_source)
2026-03-14T14:53:51.149572,https://www.youtube.com/watch?v=4CAmwaFJo6k,TV Aparecida - AO VIVO - YouTube,4011,4.011 assistindo agora (page_source)
2026-03-14T14:56:49.267253,https://www.youtube.com/watch?v=juUt-rN5CVo,Santuário Nacional AO VIVO - Você em constante Oração na Casa da Mãe - YouTube,1500,1.500 assistindo agora (page_source)
2026-03-14T14:56:49.267253,https://www.youtube.com/watch?v=4CAmwaFJo6k,TV Aparecida - AO VIVO - YouTube,4000,4.000 assistindo agora (page_source)
2026-03-14T14:59:48.456896,https://www.youtube.com/watch?v=juUt-rN5CVo,Santuário Nacional AO VIVO - Você em constante Oração na Casa da Mãe - YouTube,1525,1.525 assistindo agora (page_source)
2026-03-14T14:59:48.456896,https://www.youtube.com/watch?v=4CAmwaFJo6k,TV Aparecida - AO VIVO - YouTube,4039,4.039 assistindo agora (page_source)
2026-03-14T15:02:48.606893,https://www.youtube.com/watch?v=juUt-rN5CVo,Santuário Nacional AO VIVO - Você em constante Oração na Casa da Mãe - YouTube,1527,1.527 assistindo agora (page_source)
